1.ari,MAYBE,0.084,1.txt.gz
10.ari,NO,0.017,10.xml.gz
100.ari,MAYBE,0.017,100.txt.gz
1001.ari,NO,0.019,1001.xml.gz
1002.ari,NO,0.016,1002.xml.gz
1003.ari,NO,0.018,1003.xml.gz
1004.ari,NO,0.016,1004.xml.gz
1005.ari,NO,0.017,1005.xml.gz
1006.ari,NO,0.018,1006.xml.gz
1007.ari,NO,0.016,1007.xml.gz
1008.ari,NO,0.017,1008.xml.gz
1009.ari,NO,0.041,1009.xml.gz
101.ari,YES,33.095,101.xml.gz
1010.ari,NO,0.177,1010.xml.gz
1011.ari,NO,0.308,1011.xml.gz
1014.ari,MAYBE,1.264,1014.txt.gz
102.ari,YES,0.108,102.xml.gz
103.ari,MAYBE,41.854,103.txt.gz
104.ari,MAYBE,0.693,104.txt.gz
105.ari,MAYBE,0.018,105.txt.gz
106.ari,MAYBE,0.026,106.txt.gz
107.ari,MAYBE,466.047,107.txt.gz
108.ari,MAYBE,600.033,108.txt.gz
109.ari,YES,0.133,109.xml.gz
11.ari,YES,0.123,11.xml.gz
110.ari,YES,0.717,110.xml.gz
111.ari,NO,0.017,111.xml.gz
112.ari,YES,0.241,112.xml.gz
113.ari,MAYBE,0.142,113.txt.gz
1131.ari,NO,0.016,1131.xml.gz
1132.ari,NO,0.018,1132.xml.gz
1133.ari,MAYBE,600.044,1133.txt.gz
1134.ari,MAYBE,49.765,1134.txt.gz
1135.ari,MAYBE,600.033,1135.txt.gz
1136.ari,MAYBE,108.851,1136.txt.gz
1137.ari,MAYBE,9.420,1137.txt.gz
114.ari,MAYBE,0.161,114.txt.gz
115.ari,MAYBE,0.017,115.txt.gz
116.ari,MAYBE,0.959,116.txt.gz
117.ari,MAYBE,0.017,117.txt.gz
118.ari,MAYBE,600.073,118.txt.gz
119.ari,YES,0.768,119.xml.gz
12.ari,MAYBE,0.014,12.txt.gz
120.ari,MAYBE,235.053,120.txt.gz
121.ari,YES,112.126,121.xml.gz
122.ari,MAYBE,600.054,122.txt.gz
123.ari,YES,57.393,123.xml.gz
124.ari,MAYBE,11.088,124.txt.gz
125.ari,MAYBE,176.009,125.txt.gz
126.ari,MAYBE,0.791,126.txt.gz
127.ari,MAYBE,280.613,127.txt.gz
128.ari,MAYBE,1.302,128.txt.gz
129.ari,MAYBE,0.704,129.txt.gz
13.ari,NO,0.028,13.xml.gz
130.ari,MAYBE,39.224,130.txt.gz
131.ari,MAYBE,45.580,131.txt.gz
132.ari,MAYBE,13.224,132.txt.gz
133.ari,YES,0.171,133.xml.gz
134.ari,MAYBE,40.632,134.txt.gz
135.ari,MAYBE,1.039,135.txt.gz
136.ari,YES,12.191,136.xml.gz
137.ari,MAYBE,264.149,137.txt.gz
138.ari,MAYBE,42.227,138.txt.gz
139.ari,MAYBE,2.101,139.txt.gz
14.ari,YES,0.719,14.xml.gz
140.ari,MAYBE,188.007,140.txt.gz
141.ari,MAYBE,123.065,141.txt.gz
142.ari,MAYBE,70.544,142.txt.gz
143.ari,MAYBE,600.123,143.txt.gz
144.ari,MAYBE,0.787,144.txt.gz
145.ari,YES,36.730,145.xml.gz
146.ari,MAYBE,41.979,146.txt.gz
147.ari,YES,0.127,147.xml.gz
148.ari,YES,0.129,148.xml.gz
149.ari,MAYBE,193.867,149.txt.gz
1496.ari,NO,0.022,1496.xml.gz
1497.ari,NO,0.016,1497.xml.gz
1498.ari,YES,0.120,1498.xml.gz
1499.ari,MAYBE,2.640,1499.txt.gz
15.ari,NO,143.118,15.xml.gz
150.ari,MAYBE,19.187,150.txt.gz
1500.ari,MAYBE,50.287,1500.txt.gz
1501.ari,YES,1.863,1501.xml.gz
1502.ari,YES,0.192,1502.xml.gz
151.ari,MAYBE,69.864,151.txt.gz
152.ari,MAYBE,17.140,152.txt.gz
153.ari,MAYBE,600.040,153.txt.gz
154.ari,MAYBE,210.962,154.txt.gz
155.ari,MAYBE,82.712,155.txt.gz
156.ari,YES,0.265,156.xml.gz
157.ari,YES,1.343,157.xml.gz
158.ari,MAYBE,10.889,158.txt.gz
159.ari,MAYBE,223.603,159.txt.gz
16.ari,NO,0.017,16.xml.gz
160.ari,MAYBE,41.097,160.txt.gz
1606.ari,NO,0.017,1606.xml.gz
1607.ari,NO,0.014,1607.xml.gz
161.ari,YES,17.754,161.xml.gz
1619.ari,MAYBE,0.030,1619.txt.gz
162.ari,MAYBE,43.140,162.txt.gz
1621.ari,MAYBE,0.062,1621.txt.gz
1622.ari,MAYBE,0.135,1622.txt.gz
163.ari,MAYBE,1.010,163.txt.gz
164.ari,MAYBE,0.824,164.txt.gz
165.ari,MAYBE,18.606,165.txt.gz
166.ari,MAYBE,600.097,166.txt.gz
167.ari,MAYBE,113.075,167.txt.gz
168.ari,MAYBE,587.706,168.txt.gz
169.ari,MAYBE,0.062,169.txt.gz
17.ari,MAYBE,0.017,17.txt.gz
170.ari,MAYBE,42.700,170.txt.gz
171.ari,MAYBE,313.846,171.txt.gz
172.ari,MAYBE,114.429,172.txt.gz
173.ari,YES,0.481,173.xml.gz
174.ari,MAYBE,600.044,174.txt.gz
175.ari,YES,0.061,175.xml.gz
176.ari,MAYBE,0.889,176.txt.gz
177.ari,MAYBE,173.992,177.txt.gz
178.ari,MAYBE,167.869,178.txt.gz
179.ari,MAYBE,34.872,179.txt.gz
18.ari,MAYBE,0.017,18.txt.gz
180.ari,MAYBE,47.386,180.txt.gz
181.ari,MAYBE,0.772,181.txt.gz
182.ari,YES,57.485,182.xml.gz
183.ari,YES,59.063,183.xml.gz
184.ari,MAYBE,0.601,184.txt.gz
185.ari,YES,57.761,185.xml.gz
186.ari,MAYBE,96.206,186.txt.gz
187.ari,MAYBE,54.816,187.txt.gz
188.ari,MAYBE,0.984,188.txt.gz
189.ari,YES,54.989,189.xml.gz
19.ari,YES,7.024,19.xml.gz
190.ari,MAYBE,146.624,190.txt.gz
191.ari,MAYBE,40.778,191.txt.gz
192.ari,YES,108.286,192.xml.gz
193.ari,MAYBE,41.328,193.txt.gz
194.ari,MAYBE,0.670,194.txt.gz
195.ari,MAYBE,137.412,195.txt.gz
196.ari,MAYBE,600.043,196.txt.gz
197.ari,YES,0.171,197.xml.gz
198.ari,MAYBE,50.020,198.txt.gz
199.ari,MAYBE,600.049,199.txt.gz
2.ari,MAYBE,0.259,2.txt.gz
20.ari,YES,0.589,20.xml.gz
200.ari,MAYBE,158.631,200.txt.gz
201.ari,MAYBE,42.236,201.txt.gz
202.ari,NO,0.020,202.xml.gz
203.ari,YES,0.491,203.xml.gz
204.ari,NO,0.019,204.xml.gz
205.ari,MAYBE,600.109,205.txt.gz
206.ari,NO,0.894,206.xml.gz
207.ari,MAYBE,1.261,207.txt.gz
208.ari,MAYBE,0.496,208.txt.gz
209.ari,MAYBE,0.022,209.txt.gz
21.ari,NO,0.019,21.xml.gz
210.ari,MAYBE,0.020,210.txt.gz
211.ari,MAYBE,0.043,211.txt.gz
212.ari,YES,0.108,212.xml.gz
213.ari,YES,0.101,213.xml.gz
214.ari,NO,0.017,214.xml.gz
215.ari,NO,0.241,215.xml.gz
216.ari,MAYBE,0.037,216.txt.gz
217.ari,MAYBE,0.016,217.txt.gz
218.ari,MAYBE,0.019,218.txt.gz
219.ari,MAYBE,0.318,219.txt.gz
22.ari,YES,0.152,22.xml.gz
220.ari,MAYBE,0.024,220.txt.gz
221.ari,MAYBE,0.018,221.txt.gz
222.ari,MAYBE,4.749,222.txt.gz
223.ari,MAYBE,0.028,223.txt.gz
224.ari,MAYBE,2.698,224.txt.gz
225.ari,NO,0.018,225.xml.gz
226.ari,NO,0.018,226.xml.gz
227.ari,NO,0.019,227.xml.gz
228.ari,NO,0.021,228.xml.gz
229.ari,NO,0.015,229.xml.gz
23.ari,YES,0.149,23.xml.gz
230.ari,NO,0.016,230.xml.gz
231.ari,NO,0.021,231.xml.gz
232.ari,NO,0.017,232.xml.gz
233.ari,NO,0.016,233.xml.gz
234.ari,NO,0.019,234.xml.gz
235.ari,NO,0.018,235.xml.gz
236.ari,MAYBE,0.148,236.txt.gz
237.ari,NO,0.025,237.xml.gz
238.ari,MAYBE,0.447,238.txt.gz
239.ari,MAYBE,0.024,239.txt.gz
24.ari,NO,0.399,24.xml.gz
240.ari,MAYBE,0.417,240.txt.gz
241.ari,NO,0.027,241.xml.gz
242.ari,NO,0.025,242.xml.gz
243.ari,NO,0.017,243.xml.gz
244.ari,NO,0.845,244.xml.gz
245.ari,NO,0.025,245.xml.gz
246.ari,MAYBE,11.155,246.txt.gz
247.ari,NO,0.018,247.xml.gz
248.ari,MAYBE,0.494,248.txt.gz
249.ari,MAYBE,0.486,249.txt.gz
25.ari,MAYBE,1.431,25.txt.gz
250.ari,NO,0.018,250.xml.gz
26.ari,NO,0.378,26.xml.gz
27.ari,MAYBE,0.022,27.txt.gz
28.ari,MAYBE,1.256,28.txt.gz
29.ari,MAYBE,0.018,29.txt.gz
3.ari,MAYBE,0.025,3.txt.gz
30.ari,YES,0.163,30.xml.gz
31.ari,NO,0.016,31.xml.gz
32.ari,NO,0.020,32.xml.gz
33.ari,YES,0.115,33.xml.gz
34.ari,YES,0.131,34.xml.gz
35.ari,YES,0.225,35.xml.gz
36.ari,YES,0.116,36.xml.gz
37.ari,YES,0.136,37.xml.gz
38.ari,NO,0.009,38.xml.gz
381.ari,NO,0.019,381.xml.gz
39.ari,NO,0.024,39.xml.gz
392.ari,MAYBE,0.401,392.txt.gz
393.ari,MAYBE,0.017,393.txt.gz
394.ari,MAYBE,1.576,394.txt.gz
395.ari,MAYBE,2.476,395.txt.gz
396.ari,MAYBE,0.018,396.txt.gz
397.ari,MAYBE,0.594,397.txt.gz
398.ari,MAYBE,0.019,398.txt.gz
399.ari,MAYBE,7.947,399.txt.gz
4.ari,YES,0.099,4.xml.gz
40.ari,YES,0.109,40.xml.gz
400.ari,MAYBE,0.017,400.txt.gz
401.ari,MAYBE,0.125,401.txt.gz
402.ari,MAYBE,7.086,402.txt.gz
403.ari,MAYBE,600.103,403.txt.gz
404.ari,MAYBE,600.045,404.txt.gz
405.ari,MAYBE,600.085,405.txt.gz
409.ari,MAYBE,0.624,409.txt.gz
41.ari,YES,0.101,41.xml.gz
418.ari,MAYBE,0.015,418.txt.gz
419.ari,MAYBE,0.446,419.txt.gz
42.ari,YES,0.144,42.xml.gz
421.ari,YES,0.107,421.xml.gz
422.ari,YES,1.054,422.xml.gz
423.ari,YES,0.144,423.xml.gz
424.ari,NO,0.025,424.xml.gz
425.ari,YES,0.125,425.xml.gz
426.ari,NO,0.015,426.xml.gz
427.ari,NO,0.017,427.xml.gz
428.ari,NO,0.020,428.xml.gz
429.ari,NO,0.020,429.xml.gz
43.ari,NO,0.016,43.xml.gz
430.ari,NO,0.017,430.xml.gz
431.ari,NO,0.028,431.xml.gz
434.ari,NO,0.017,434.xml.gz
435.ari,NO,0.020,435.xml.gz
439.ari,MAYBE,600.044,439.txt.gz
44.ari,YES,0.351,44.xml.gz
440.ari,MAYBE,600.090,440.txt.gz
441.ari,MAYBE,600.127,441.txt.gz
442.ari,MAYBE,600.034,442.txt.gz
443.ari,MAYBE,600.039,443.txt.gz
444.ari,MAYBE,600.024,444.txt.gz
445.ari,NO,11.053,445.xml.gz
446.ari,MAYBE,249.021,446.txt.gz
447.ari,MAYBE,600.045,447.txt.gz
448.ari,MAYBE,600.039,448.txt.gz
449.ari,MAYBE,600.073,449.txt.gz
45.ari,NO,0.016,45.xml.gz
450.ari,MAYBE,39.214,450.txt.gz
451.ari,MAYBE,600.034,451.txt.gz
452.ari,NO,0.018,452.xml.gz
453.ari,NO,0.027,453.xml.gz
454.ari,MAYBE,0.020,454.txt.gz
46.ari,NO,1.195,46.xml.gz
463.ari,MAYBE,600.023,463.txt.gz
464.ari,MAYBE,600.059,464.txt.gz
465.ari,MAYBE,600.068,465.txt.gz
466.ari,NO,0.016,466.xml.gz
47.ari,YES,0.152,47.xml.gz
476.ari,NO,0.018,476.xml.gz
477.ari,NO,0.017,477.xml.gz
478.ari,NO,0.021,478.xml.gz
48.ari,NO,0.020,48.xml.gz
480.ari,NO,0.018,480.xml.gz
481.ari,YES,0.097,481.xml.gz
482.ari,NO,0.029,482.xml.gz
483.ari,NO,14.976,483.xml.gz
484.ari,YES,0.098,484.xml.gz
485.ari,YES,1.177,485.xml.gz
486.ari,YES,0.969,486.xml.gz
487.ari,YES,2.380,487.xml.gz
488.ari,YES,0.107,488.xml.gz
489.ari,NO,0.018,489.xml.gz
49.ari,YES,0.109,49.xml.gz
490.ari,MAYBE,1.067,490.txt.gz
491.ari,NO,0.016,491.xml.gz
492.ari,MAYBE,0.434,492.txt.gz
493.ari,NO,0.021,493.xml.gz
494.ari,YES,0.705,494.xml.gz
495.ari,YES,0.111,495.xml.gz
496.ari,NO,0.016,496.xml.gz
497.ari,NO,0.018,497.xml.gz
498.ari,NO,0.024,498.xml.gz
499.ari,NO,0.022,499.xml.gz
5.ari,NO,0.017,5.xml.gz
50.ari,MAYBE,0.646,50.txt.gz
500.ari,NO,0.028,500.xml.gz
501.ari,NO,0.017,501.xml.gz
507.ari,MAYBE,3.454,507.txt.gz
508.ari,NO,0.713,508.xml.gz
51.ari,MAYBE,0.034,51.txt.gz
515.ari,NO,0.017,515.xml.gz
52.ari,MAYBE,0.026,52.txt.gz
522.ari,NO,0.019,522.xml.gz
523.ari,NO,0.071,523.xml.gz
53.ari,MAYBE,0.019,53.txt.gz
539.ari,NO,0.027,539.xml.gz
54.ari,MAYBE,0.021,54.txt.gz
540.ari,NO,0.019,540.xml.gz
541.ari,NO,0.184,541.xml.gz
544.ari,NO,0.018,544.xml.gz
55.ari,MAYBE,0.022,55.txt.gz
556.ari,NO,0.024,556.xml.gz
557.ari,YES,0.095,557.xml.gz
558.ari,YES,3.069,558.xml.gz
559.ari,NO,0.012,559.xml.gz
56.ari,MAYBE,0.021,56.txt.gz
560.ari,NO,0.017,560.xml.gz
561.ari,YES,0.101,561.xml.gz
562.ari,NO,0.017,562.xml.gz
563.ari,NO,0.017,563.xml.gz
564.ari,NO,0.016,564.xml.gz
565.ari,YES,0.098,565.xml.gz
566.ari,NO,0.020,566.xml.gz
567.ari,NO,0.018,567.xml.gz
568.ari,NO,0.020,568.xml.gz
569.ari,NO,0.023,569.xml.gz
57.ari,MAYBE,0.043,57.txt.gz
570.ari,NO,0.017,570.xml.gz
571.ari,YES,0.102,571.xml.gz
572.ari,NO,0.017,572.xml.gz
573.ari,NO,0.016,573.xml.gz
574.ari,NO,0.015,574.xml.gz
575.ari,NO,0.018,575.xml.gz
576.ari,NO,0.017,576.xml.gz
577.ari,NO,0.015,577.xml.gz
578.ari,NO,0.019,578.xml.gz
579.ari,NO,0.020,579.xml.gz
58.ari,MAYBE,0.016,58.txt.gz
580.ari,YES,0.093,580.xml.gz
581.ari,NO,0.015,581.xml.gz
582.ari,NO,0.028,582.xml.gz
583.ari,NO,0.017,583.xml.gz
584.ari,NO,0.016,584.xml.gz
585.ari,NO,0.018,585.xml.gz
586.ari,NO,0.017,586.xml.gz
587.ari,NO,0.016,587.xml.gz
588.ari,NO,0.018,588.xml.gz
589.ari,NO,0.019,589.xml.gz
59.ari,MAYBE,600.106,59.txt.gz
590.ari,YES,0.100,590.xml.gz
591.ari,NO,0.018,591.xml.gz
592.ari,NO,0.017,592.xml.gz
593.ari,NO,0.016,593.xml.gz
594.ari,NO,0.018,594.xml.gz
595.ari,NO,0.187,595.xml.gz
596.ari,NO,0.019,596.xml.gz
597.ari,NO,0.023,597.xml.gz
598.ari,NO,0.028,598.xml.gz
599.ari,YES,0.132,599.xml.gz
6.ari,NO,0.019,6.xml.gz
60.ari,YES,0.314,60.xml.gz
600.ari,YES,0.105,600.xml.gz
601.ari,YES,0.103,601.xml.gz
602.ari,YES,0.105,602.xml.gz
603.ari,NO,0.016,603.xml.gz
604.ari,NO,0.016,604.xml.gz
605.ari,NO,0.026,605.xml.gz
606.ari,NO,0.021,606.xml.gz
607.ari,NO,0.016,607.xml.gz
608.ari,MAYBE,600.052,608.txt.gz
609.ari,YES,0.107,609.xml.gz
61.ari,YES,10.467,61.xml.gz
610.ari,NO,0.019,610.xml.gz
611.ari,NO,0.020,611.xml.gz
612.ari,NO,0.017,612.xml.gz
613.ari,NO,0.019,613.xml.gz
614.ari,YES,0.319,614.xml.gz
615.ari,NO,0.017,615.xml.gz
616.ari,NO,0.014,616.xml.gz
617.ari,NO,0.016,617.xml.gz
618.ari,YES,0.097,618.xml.gz
619.ari,NO,0.018,619.xml.gz
62.ari,YES,0.153,62.xml.gz
620.ari,NO,0.018,620.xml.gz
621.ari,NO,0.018,621.xml.gz
622.ari,NO,0.018,622.xml.gz
623.ari,NO,0.019,623.xml.gz
624.ari,NO,0.018,624.xml.gz
625.ari,NO,0.017,625.xml.gz
626.ari,NO,0.018,626.xml.gz
627.ari,YES,0.101,627.xml.gz
628.ari,NO,0.025,628.xml.gz
629.ari,NO,0.017,629.xml.gz
63.ari,NO,0.029,63.xml.gz
630.ari,NO,0.019,630.xml.gz
631.ari,NO,0.016,631.xml.gz
632.ari,NO,0.028,632.xml.gz
633.ari,NO,0.017,633.xml.gz
634.ari,NO,0.017,634.xml.gz
635.ari,NO,0.015,635.xml.gz
636.ari,NO,0.019,636.xml.gz
637.ari,NO,0.013,637.xml.gz
638.ari,NO,0.016,638.xml.gz
639.ari,NO,0.017,639.xml.gz
64.ari,YES,0.797,64.xml.gz
640.ari,YES,0.094,640.xml.gz
641.ari,NO,0.015,641.xml.gz
642.ari,YES,0.181,642.xml.gz
643.ari,YES,0.118,643.xml.gz
644.ari,NO,0.016,644.xml.gz
645.ari,YES,0.099,645.xml.gz
646.ari,NO,17.592,646.xml.gz
65.ari,YES,0.121,65.xml.gz
653.ari,MAYBE,0.017,653.txt.gz
656.ari,NO,0.016,656.xml.gz
657.ari,MAYBE,0.017,657.txt.gz
658.ari,NO,0.023,658.xml.gz
659.ari,YES,0.101,659.xml.gz
66.ari,YES,0.103,66.xml.gz
660.ari,MAYBE,0.016,660.txt.gz
67.ari,YES,1.028,67.xml.gz
68.ari,YES,0.098,68.xml.gz
69.ari,MAYBE,0.064,69.txt.gz
7.ari,NO,0.018,7.xml.gz
70.ari,YES,0.102,70.xml.gz
71.ari,YES,0.069,71.xml.gz
72.ari,YES,0.131,72.xml.gz
73.ari,YES,0.185,73.xml.gz
74.ari,YES,0.187,74.xml.gz
75.ari,MAYBE,60.266,75.txt.gz
76.ari,MAYBE,170.855,76.txt.gz
77.ari,NO,2.755,77.xml.gz
78.ari,MAYBE,133.918,78.txt.gz
79.ari,NO,0.016,79.xml.gz
792.ari,NO,6.389,792.xml.gz
793.ari,MAYBE,188.741,793.txt.gz
794.ari,MAYBE,600.101,794.txt.gz
795.ari,YES,0.111,795.xml.gz
796.ari,YES,0.097,796.xml.gz
797.ari,MAYBE,600.044,797.txt.gz
798.ari,NO,0.018,798.xml.gz
799.ari,MAYBE,600.110,799.txt.gz
8.ari,YES,0.220,8.xml.gz
80.ari,YES,0.108,80.xml.gz
800.ari,YES,0.107,800.xml.gz
801.ari,NO,0.016,801.xml.gz
802.ari,NO,0.031,802.xml.gz
803.ari,MAYBE,600.040,803.txt.gz
804.ari,NO,0.020,804.xml.gz
805.ari,NO,0.020,805.xml.gz
806.ari,YES,0.098,806.xml.gz
807.ari,NO,0.015,807.xml.gz
808.ari,YES,0.120,808.xml.gz
809.ari,NO,0.019,809.xml.gz
81.ari,YES,0.112,81.xml.gz
810.ari,NO,0.022,810.xml.gz
811.ari,NO,0.031,811.xml.gz
812.ari,NO,0.051,812.xml.gz
813.ari,NO,0.018,813.xml.gz
814.ari,YES,0.256,814.xml.gz
815.ari,YES,0.356,815.xml.gz
816.ari,NO,0.019,816.xml.gz
817.ari,MAYBE,600.097,817.txt.gz
818.ari,NO,0.016,818.xml.gz
819.ari,NO,1.323,819.xml.gz
82.ari,YES,0.278,82.xml.gz
820.ari,NO,0.458,820.xml.gz
821.ari,NO,9.783,821.xml.gz
822.ari,NO,32.918,822.xml.gz
823.ari,NO,133.178,823.xml.gz
824.ari,NO,66.345,824.xml.gz
825.ari,NO,15.245,825.xml.gz
826.ari,NO,13.547,826.xml.gz
827.ari,NO,0.227,827.xml.gz
828.ari,NO,149.240,828.xml.gz
829.ari,NO,0.018,829.xml.gz
83.ari,YES,0.102,83.xml.gz
830.ari,NO,0.018,830.xml.gz
831.ari,NO,0.018,831.xml.gz
832.ari,YES,74.633,832.xml.gz
833.ari,YES,0.472,833.xml.gz
834.ari,YES,0.566,834.xml.gz
835.ari,NO,0.119,835.xml.gz
836.ari,NO,0.015,836.xml.gz
837.ari,YES,0.169,837.xml.gz
838.ari,NO,0.026,838.xml.gz
839.ari,MAYBE,600.032,839.txt.gz
84.ari,YES,0.103,84.xml.gz
840.ari,MAYBE,0.209,840.txt.gz
841.ari,NO,0.110,841.xml.gz
842.ari,MAYBE,0.312,842.txt.gz
843.ari,MAYBE,136.468,843.txt.gz
844.ari,MAYBE,4.583,844.txt.gz
845.ari,MAYBE,10.498,845.txt.gz
846.ari,MAYBE,7.584,846.txt.gz
847.ari,YES,77.576,847.xml.gz
848.ari,MAYBE,9.142,848.txt.gz
849.ari,MAYBE,24.891,849.txt.gz
85.ari,YES,0.136,85.xml.gz
850.ari,MAYBE,35.268,850.txt.gz
851.ari,MAYBE,5.910,851.txt.gz
852.ari,MAYBE,62.989,852.txt.gz
853.ari,MAYBE,46.873,853.txt.gz
854.ari,NO,0.183,854.xml.gz
855.ari,MAYBE,77.302,855.txt.gz
856.ari,MAYBE,99.240,856.txt.gz
857.ari,NO,0.262,857.xml.gz
858.ari,MAYBE,55.892,858.txt.gz
859.ari,MAYBE,5.964,859.txt.gz
86.ari,YES,101.427,86.xml.gz
860.ari,MAYBE,0.779,860.txt.gz
861.ari,MAYBE,24.553,861.txt.gz
862.ari,YES,45.570,862.xml.gz
863.ari,YES,47.526,863.xml.gz
864.ari,MAYBE,1.137,864.txt.gz
865.ari,YES,83.288,865.xml.gz
866.ari,MAYBE,58.022,866.txt.gz
867.ari,YES,37.348,867.xml.gz
868.ari,MAYBE,59.988,868.txt.gz
869.ari,MAYBE,18.115,869.txt.gz
87.ari,YES,0.429,87.xml.gz
870.ari,MAYBE,1.567,870.txt.gz
871.ari,YES,179.861,871.xml.gz
872.ari,MAYBE,92.959,872.txt.gz
873.ari,MAYBE,20.016,873.txt.gz
874.ari,MAYBE,155.917,874.txt.gz
875.ari,MAYBE,28.748,875.txt.gz
876.ari,MAYBE,142.800,876.txt.gz
877.ari,MAYBE,1.719,877.txt.gz
878.ari,MAYBE,15.841,878.txt.gz
879.ari,MAYBE,173.035,879.txt.gz
88.ari,MAYBE,0.164,88.txt.gz
880.ari,MAYBE,29.112,880.txt.gz
881.ari,MAYBE,76.154,881.txt.gz
882.ari,MAYBE,1.800,882.txt.gz
883.ari,MAYBE,37.362,883.txt.gz
884.ari,MAYBE,20.558,884.txt.gz
885.ari,MAYBE,295.520,885.txt.gz
886.ari,MAYBE,7.083,886.txt.gz
887.ari,MAYBE,1.594,887.txt.gz
888.ari,MAYBE,1.727,888.txt.gz
889.ari,MAYBE,1.786,889.txt.gz
89.ari,YES,0.064,89.xml.gz
890.ari,MAYBE,600.045,890.txt.gz
891.ari,MAYBE,392.737,891.txt.gz
9.ari,NO,0.018,9.xml.gz
90.ari,MAYBE,0.075,90.txt.gz
91.ari,YES,0.116,91.xml.gz
92.ari,YES,0.107,92.xml.gz
93.ari,MAYBE,117.961,93.txt.gz
94.ari,NO,0.017,94.xml.gz
95.ari,YES,0.210,95.xml.gz
96.ari,MAYBE,0.023,96.txt.gz
97.ari,NO,0.020,97.xml.gz
978.ari,NO,0.024,978.xml.gz
98.ari,YES,0.212,98.xml.gz
981.ari,YES,0.068,981.xml.gz
983.ari,YES,0.101,983.xml.gz
985.ari,MAYBE,600.055,985.txt.gz
986.ari,MAYBE,5.860,986.txt.gz
987.ari,MAYBE,0.029,987.txt.gz
99.ari,YES,151.418,99.xml.gz
